cusip6,cik,name,cusip,form10KUrls
56624R,1224133,{'MARCHEX INC'},{'56624R108'},https://www.sec.gov/Archives/edgar/data/1224133/000156459023005061/0001564590-23-005061.txt
566324,1578732,{'MARCUS & MILLICHAP INC'},{'566324109'},https://www.sec.gov/Archives/edgar/data/1578732/000157873223000013/0001578732-23-000013.txt
566330,62234,{'MARCUS CORP DEL'},"{'566330106', '566330906'}",https://www.sec.gov/Archives/edgar/data/62234/000006223423000004/0000062234-23-000004.txt
567908,1057060,{'MARINEMAX INC'},"{'567908108', '567908958', '567908908'}",https://www.sec.gov/Archives/edgar/data/1057060/000095017023064785/0000950170-23-064785.txt
56804T,1389002,{'MARIN SOFTWARE INC'},{'56804T205'},https://www.sec.gov/Archives/edgar/data/1389002/000095017023004149/0000950170-23-004149.txt
568427,1129155,{'MARINE PRODS CORP'},"{'568427108', '568427908'}",https://www.sec.gov/Archives/edgar/data/1129155/000155837023002169/0001558370-23-002169.txt
56854Q,1267813,{'MARINUS PHARMACEUTICALS INC'},{'56854Q200'},https://www.sec.gov/Archives/edgar/data/1267813/000155837023003305/0001558370-23-003305.txt
57055L,1094038,"{'Marker Therapeutics, Inc. (MRKR)'}",{'57055L107'},https://www.sec.gov/Archives/edgar/data/1094038/000141057823000324/0001410578-23-000324.txt
57060D,1278021,"{'MarketAxess Holdings Inc', 'MARKETAXESS HLDGS INC'}","{'57060D908', '57060d108', '57060D958', '57060D108'}",https://www.sec.gov/Archives/edgar/data/1278021/000095017023003824/0000950170-23-003824.txt
57164Y,1048286,"{'MARRIOTT VACATIONS WORLDWIDE', 'Marriott Vacations Worldwide C'}","{'57164Y107', '57164y107', '57164Y957', '57164Y907'}",https://www.sec.gov/Archives/edgar/data/1048286/000162828023003485/0001628280-23-003485.txt
571903,1048286,"{'MARRIOTT INTERNATIONAL -CL A', 'MARRIOTT INTL INC NEW'}","{'571903202', '571903952', '571903902'}",https://www.sec.gov/Archives/edgar/data/1048286/000162828023003485/0001628280-23-003485.txt
573075,799167,{'MARTEN TRANS LTD'},{'573075108'},https://www.sec.gov/Archives/edgar/data/799167/000143774923004832/0001437749-23-004832.txt
574599,62996,{'MASCO CORP'},"{'574599956', '574599906', '574599106'}",https://www.sec.gov/Archives/edgar/data/62996/000006299623000008/0000062996-23-000008.txt
574795,937556,{'MASIMO CORP'},"{'574795900', '574795950', '574795100'}",https://www.sec.gov/Archives/edgar/data/937556/000093755623000016/0000937556-23-000016.txt
575385,893691,{'MASONITE INTL CORP'},"{'575385959', '575385109'}",https://www.sec.gov/Archives/edgar/data/893691/000089369123000013/0000893691-23-000013.txt
57630J,1589149,{'GREENWAVE TECHNOLOGY SOLUTIO'},{'57630J304'},https://www.sec.gov/Archives/edgar/data/1589149/000149315223010230/0001493152-23-010230.txt
576323,15615,{'MASTEC INC'},"{'576323909', '576323959', '576323109'}",https://www.sec.gov/Archives/edgar/data/15615/000001561523000009/0000015615-23-000009.txt
57636Q,1141391,"{'MASTERCARD INCORPORATED', 'MASTERCARD INC CALL', 'MASTERCARD INC CLASS A', 'MASTERCARD INC - A'}","{'57636Q954', '57636Q104', '57636q104', '57636Q904'}",https://www.sec.gov/Archives/edgar/data/1141391/000114139123000020/0001141391-23-000020.txt
57637H,1638290,{'MASTERCRAFT BOAT HLDGS INC'},{'57637H103'},https://www.sec.gov/Archives/edgar/data/1638290/000095017023045222/0000950170-23-045222.txt
576485,1520006,{'MATADOR RES CO'},"{'576485955', '576485205', '576485905'}",https://www.sec.gov/Archives/edgar/data/1520006/000152000623000056/0001520006-23-000056.txt
57667L,891103,"{'MATCH GROUP INC NEW', 'MATCH GROUP INC'}","{'57667L957', '57667l107', '57667L107', '57667L907'}",https://www.sec.gov/Archives/edgar/data/891103/000089110323000013/0000891103-23-000013.txt
576690,1104657,{'MTRN'},{'576690101'},https://www.sec.gov/Archives/edgar/data/1104657/000110465723000019/0001104657-23-000019.txt
576810,1582554,{'MATINAS BIOPHARMA HLDGS INC'},{'576810105'},https://www.sec.gov/Archives/edgar/data/1582554/000149315223007726/0001493152-23-007726.txt
576853,866273,{'MATRIX SVC CO'},{'576853105'},https://www.sec.gov/Archives/edgar/data/866273/000086627323000058/0000866273-23-000058.txt
57686G,3453,{'MATSON INC'},"{'57686G955', '57686G905', '57686G105'}",https://www.sec.gov/Archives/edgar/data/3453/000155837023001961/0001558370-23-001961.txt
577081,63276,{'MATTEL INC'},"{'577081902', '577081102', '577081952'}",https://www.sec.gov/Archives/edgar/data/63276/000162828023004416/0001628280-23-004416.txt
577128,63296,{'MATTHEWS INTL CORP CLASS A'},{'577128101'},https://www.sec.gov/Archives/edgar/data/63296/000006329623000103/0000063296-23-000103.txt
57776J,1288469,"{'MAXLINEAR INC', 'MAXLINEAR INC CLASS A'}","{'57776j100', '57776J900', '57776J100'}",https://www.sec.gov/Archives/edgar/data/1288469/000128846923000009/0001288469-23-000009.txt
57778L,1121142,{'MAXAR TECHNOLOGIES'},{'57778L103'},https://www.sec.gov/Archives/edgar/data/1121142/000155837023001756/0001558370-23-001756.txt
577933,1032220,{'MAXIMUS INC'},{'577933104'},https://www.sec.gov/Archives/edgar/data/1032220/000103222023000096/0001032220-23-000096.txt
578473,54187,{'MAYS J W INC'},{'578473100'},https://www.sec.gov/Archives/edgar/data/54187/000120677423001194/0001206774-23-001194.txt
578605,1766368,{'MAYVILLE ENGR CO INC'},{'578605107'},https://www.sec.gov/Archives/edgar/data/1766368/000155837023002542/0001558370-23-002542.txt
579780,63754,"{'MCCORMICK  CO NON VTG SHRS', 'MCCORMICK & CO INC'}","{'579780906', '579780107', '579780206', '579780956'}",https://www.sec.gov/Archives/edgar/data/63754/000006375423000005/0000063754-23-000005.txt
580135,63908,{'MCDONALDS CORP'},"{'580135101', '580135901', '580135951'}",https://www.sec.gov/Archives/edgar/data/63908/000006390823000012/0000063908-23-000012.txt
58039P,314203,{'MCEWEN MINING INC'},{'58039P305'},https://www.sec.gov/Archives/edgar/data/314203/000155837023003621/0001558370-23-003621.txt
580589,752714,{'MCGRATH RENTCORP'},{'580589109'},https://www.sec.gov/Archives/edgar/data/752714/000095017023003738/0000950170-23-003738.txt
583928,1000209,{'MEDALLION FINL CORP'},"{'583928106', '583928956', '583928906'}",https://www.sec.gov/Archives/edgar/data/1000209/000095017023007273/0000950170-23-007273.txt
58403P,1654595,{'MEDALIST DIVERSIFIED REIT IN'},{'58403P105'},https://www.sec.gov/Archives/edgar/data/1654595/000155837023003472/0001558370-23-003472.txt
58406B,1402479,{'MEDAVAIL HOLDINGS INC'},{'58406B103'},https://www.sec.gov/Archives/edgar/data/1402479/000140247923000029/0001402479-23-000029.txt
58463J,1287865,"{'MEDICAL PPTYS TRUST INC', 'Medical Properties Trust, Inc.'}","{'58463J304', '58463J904', '58463J954', '58463j304'}",https://www.sec.gov/Archives/edgar/data/1287865/000095017023005575/0000950170-23-005575.txt
58468P,1226616,{'MEDICINOVA INC'},{'58468P206'},https://www.sec.gov/Archives/edgar/data/1226616/000095017023003054/0000950170-23-003054.txt
58470H,910329,"{'MEDIFAST INC', 'Medifast, Inc.'}","{'58470H951', '58470H901', '58470H101', '58470h101'}",https://www.sec.gov/Archives/edgar/data/910329/000162828023004341/0001628280-23-004341.txt
58502B,893949,"{'PEDIATRIX MEDICAL GROUP INC', 'PEDIATRIX MEDICAL GROUP'}","{'58502b106', '58502B906', '58502B106'}",https://www.sec.gov/Archives/edgar/data/893949/000095017023003127/0000950170-23-003127.txt
58506Q,1668397,"{'MEDPACE HLDGS INC', 'Medpace Holdings'}","{'58506Q109', '58506Q959', '58506Q909', '58506q109'}",https://www.sec.gov/Archives/edgar/data/1668397/000166839723000008/0001668397-23-000008.txt
58733R,1099590,"{None, 'MERCADOLIBRE INC', 'MERCADOLIBRE INC CALL', 'MERCADOLIBRE INC COM'}","{'58733RAD4', '58733R902', '58733r102', '58733R952', '58733R102'}",https://www.sec.gov/Archives/edgar/data/1099590/000109959023000007/0001099590-23-000007.txt
587376,1042729,{'MERCANTILE BK CORP'},{'587376104'},https://www.sec.gov/Archives/edgar/data/1042729/000143774923005339/0001437749-23-005339.txt
588056,1333274,{'MERCER INTL INC'},"{'588056901', '588056101', '588056951'}",https://www.sec.gov/Archives/edgar/data/1333274/000095017023003075/0000950170-23-003075.txt
58933Y,310158,"{'MERCK & CO. INC.', 'MERCK & CO INC', 'Merck & Co.'}","{'58933Y905', '58933Y105', '58933Y955', '58933Y108', '58933y105'}",https://www.sec.gov/Archives/edgar/data/310158/000162828023005061/0001628280-23-005061.txt
589378,1049521,{'MERCURY SYS INC'},"{'589378958', '589378108', '589378908'}",https://www.sec.gov/Archives/edgar/data/1049521/000104952123000031/0001049521-23-000031.txt
589400,64996,{'MERCURY GENL CORP NEW'},"{'589400100', '589400900'}",https://www.sec.gov/Archives/edgar/data/64996/000006499623000004/0000064996-23-000004.txt
58958P,1750735,{'MERIDIAN CORPORATION'},"{'58958p104', '58958P104'}",https://www.sec.gov/Archives/edgar/data/1750735/000175073523000024/0001750735-23-000024.txt
589889,856982,{'MERIT MED SYS INC'},{'589889104'},https://www.sec.gov/Archives/edgar/data/856982/000085698223000011/0000856982-23-000011.txt
59001A,833079,"{'MERITAGE HOMES CORP', 'Meritage Homes'}","{'59001A902', '59001a102', '59001A952', '59001A102'}",https://www.sec.gov/Archives/edgar/data/833079/000083307923000022/0000833079-23-000022.txt
590328,1274792,{'MERRIMACK PHARMACEUTICALS IN'},{'590328209'},https://www.sec.gov/Archives/edgar/data/1274792/000095017023007063/0000950170-23-007063.txt
59045L,1442836,{'MERSANA THERAPEUTICS INC'},"{'59045L956', '59045L906', '59045L106'}",https://www.sec.gov/Archives/edgar/data/1442836/000162828023005376/0001628280-23-005376.txt
59064R,724004,"{'MESA LABS INC', 'Mesa Laboratories Inc'}","{'59064r109', '59064R109'}",https://www.sec.gov/Archives/edgar/data/724004/000143774923016028/0001437749-23-016028.txt
590672,65172,{'MESABI TRUST'},{'590672101'},https://www.sec.gov/Archives/edgar/data/65172/000155837023006525/0001558370-23-006525.txt
591520,65270,{'METHODE ELECTRS INC'},"{'591520200', '591520900'}",https://www.sec.gov/Archives/edgar/data/65270/000095017023030121/0000950170-23-030121.txt
59156R,1099219,"{'METLIFE INC PFD A FLT RATE', 'METLIFE INC', 'Metlife Inc    4.75 PFD PFD Ser F', 'METLIFE INC 5.625 PFD', 'METLIFE INC         COM'}","{'59156R850', '59156R504', '59156r108', '59156R908', '59156R958', '59156R108', '59156R876'}",https://www.sec.gov/Archives/edgar/data/1099219/000109921923000045/0001099219-23-000045.txt
591774,1476034,{'METROPOLITAN BK HLDG CORP'},"{'591774904', '591774104', '591774954'}",https://www.sec.gov/Archives/edgar/data/1476034/000155837023002263/0001558370-23-002263.txt
592688,1037646,{'METTLER TOLEDO INTERNATIONAL'},"{'592688955', '592688105', '592688905'}",https://www.sec.gov/Archives/edgar/data/1037646/000103764623000005/0001037646-23-000005.txt
592770,66418,{'MEXCO ENERGY CORP'},{'592770101'},https://www.sec.gov/Archives/edgar/data/66418/000149315223022509/0001493152-23-022509.txt
594918,789019,"{'MICROSOFT CORP', 'MICROSOFT CORP PUT'}","{'594918104', '594918954', '594918904'}",https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/0000950170-23-035122.txt
594960,65770,"{'MICROVISION INC', 'MICROVISION INC DEL'}","{'594960954', '594960304', '594960904'}",https://www.sec.gov/Archives/edgar/data/65770/000119312523056723/0001193125-23-056723.txt
594972,1050446,"{'MICROSTRATEGY INC', 'MICROSTRATEGY INC-CL A'}","{'594972958', '594972408', '594972908'}",https://www.sec.gov/Archives/edgar/data/1050446/000156459023002012/0001564590-23-002012.txt
595017,827054,"{None, 'MICROCHIP TECHNOLOGY INC.', 'Microchip Technology'}","{'595017904', '595017954', '595017AD6', '595017104', '595017AH7', '595017704'}",https://www.sec.gov/Archives/edgar/data/827054/000082705423000080/0000827054-23-000080.txt
59503A,883975,{'MICROBOT MEDICAL INC'},{'59503A204'},https://www.sec.gov/Archives/edgar/data/883975/000149315223010223/0001493152-23-010223.txt
595112,723125,{'MICRON TECHNOLOGY INC'},"{'595112953', '595112903', '595112103'}",https://www.sec.gov/Archives/edgar/data/723125/000072312523000054/0000723125-23-000054.txt
59522J,912595,"{'MID-AMER APT CMNTYS INC', 'MID AMERICA APARTMEN REIT'}","{'59522j103', '59522J953', '59522J903', '59522J103'}",https://www.sec.gov/Archives/edgar/data/912595/000095017023002778/0000950170-23-002778.txt
59548Q,1734875,{'MID-SOUTHERN BANCORP INC'},{'59548Q107'},https://www.sec.gov/Archives/edgar/data/1734875/000173487523000007/0001734875-23-000007.txt
596278,769520,"{'MIDDLEBY CORP', None}","{'596278901', '596278AB7', '596278951', '596278101'}",https://www.sec.gov/Archives/edgar/data/769520/000076952023000004/0000769520-23-000004.txt
596680,66004,{'MIDDLESEX WTR CO'},{'596680108'},https://www.sec.gov/Archives/edgar/data/66004/000117494723000258/0001174947-23-000258.txt
597742,1466026,{'MIDLAND STATES BANCORP INC'},{'597742105'},https://www.sec.gov/Archives/edgar/data/1466026/000146602623000006/0001466026-23-000006.txt
598511,1412665,{'MIDWESTONE FINL GROUP INC NE'},{'598511103'},https://www.sec.gov/Archives/edgar/data/1412665/000141266523000028/0001412665-23-000028.txt
59935P,855683,{'MILESTONE SCIENTIFIC INC'},{'59935P209'},https://www.sec.gov/Archives/edgar/data/855683/000143774923008658/0001437749-23-008658.txt
59935V,1408443,{'MILESTONE PHARMACEUTICALS IN'},"{'59935V957', '59935V907', '59935V107'}",https://www.sec.gov/Archives/edgar/data/1408443/000155837023004871/0001558370-23-004871.txt
600544,66382,{'MILLERKNOLL INC'},"{'600544950', '600544900', '600544100'}",https://www.sec.gov/Archives/edgar/data/66382/000006638223000058/0000066382-23-000058.txt
602496,1376339,{'MIMEDX GROUP INC'},"{'602496951', '602496901', '602496101'}",https://www.sec.gov/Archives/edgar/data/1376339/000137633923000003/0001376339-23-000003.txt
602566,926423,{'MIND TECHNOLOGY INC'},{'602566101'},https://www.sec.gov/Archives/edgar/data/926423/000143774923011925/0001437749-23-011925.txt
603158,6201,{'MINERALS TECHNOLOGIES INC'},{'603158106'},https://www.sec.gov/Archives/edgar/data/6201/000000620123000018/0000006201-23-000018.txt
604059,66740,{'3M COMPANY'},{'604059105'},https://www.sec.gov/Archives/edgar/data/66740/000006674023000014/0000066740-23-000014.txt
60468T,1576263,{'MIRATI THERAPEUTICS INC'},"{'60468T955', '60468T905', '60468T105'}",https://www.sec.gov/Archives/edgar/data/1576263/000162828023005576/0001628280-23-005576.txt
604749,1759425,{'MIRUM PHARMACEUTICALS INC'},"{'604749901', '604749101'}",https://www.sec.gov/Archives/edgar/data/1759425/000095017023006715/0000950170-23-006715.txt
60649T,1436126,{'MISTRAS GROUP INC'},{'60649T107'},https://www.sec.gov/Archives/edgar/data/1436126/000143612623000014/0001436126-23-000014.txt
606710,807863,{'MITEK SYSTEMS INC'},{'606710200'},https://www.sec.gov/Archives/edgar/data/807863/000080786323000049/0000807863-23-000049.txt
60743F,1084267,{'MOBIQUITY TECHNOLOGIES INC'},{'60743F508'},https://www.sec.gov/Archives/edgar/data/1084267/000168316823002071/0001683168-23-002071.txt
607525,1118417,{'MODEL N INC'},"{'607525902', '607525102'}",https://www.sec.gov/Archives/edgar/data/1118417/000111841723000209/0001118417-23-000209.txt
60770K,1682852,"{'Moderna Inc', 'MODERNA INC'}","{'60770k107', '60770K107', '60770K907', '60770K957'}",https://www.sec.gov/Archives/edgar/data/1682852/000168285223000011/0001682852-23-000011.txt
607828,67347,{'MODINE MFG CO'},"{'607828900', '607828100'}",https://www.sec.gov/Archives/edgar/data/67347/000114036123026536/0001140361-23-026536.txt
60786M,1596967,"{'MOELIS  CO   CLASS A', 'MOELIS & CO'}","{'60786M105', '60786M905'}",https://www.sec.gov/Archives/edgar/data/1596967/000095017023004120/0000950170-23-004120.txt
608190,851968,{'MOHAWK INDS INC'},"{'608190104', '608190954', '608190904'}",https://www.sec.gov/Archives/edgar/data/851968/000085196823000033/0000851968-23-000033.txt
608550,1183765,{'MOLECULAR TEMPLATES INC'},{'608550109'},https://www.sec.gov/Archives/edgar/data/1183765/000156459023004898/0001564590-23-004898.txt
60855D,1659617,{'MOLECULIN BIOTECH INC'},{'60855D200'},https://www.sec.gov/Archives/edgar/data/1659617/000143774923007537/0001437749-23-007537.txt
60855R,1179929,"{'MOLINA HEALTHCARE INC', 'Molina Healthcare, Inc.'}","{'60855r100', '60855R900', '60855R100', '60855R950'}",https://www.sec.gov/Archives/edgar/data/1179929/000117992923000025/0001179929-23-000025.txt
60871R,24545,"{'LSON COORS BREWING CO', 'Molson Coors Beverage Company Class B', 'MOLSON COORS BEVERAGE CO', 'Molson Coors Brewing Co'}","{'60871r209', '60871R209', '60871R909', '60871R100', '60871R959'}",https://www.sec.gov/Archives/edgar/data/24545/000002454523000006/0000024545-23-000006.txt
609207,1103982,"{'MONDELEZ INTL INC', 'Mondelez Intl Class A'}","{'609207955', '609207905', '609207105'}",https://www.sec.gov/Archives/edgar/data/1103982/000110398223000006/0001103982-23-000006.txt
60935Y,1273931,{'MONEYGRAM INTERNATIONAL INC'},{'60935Y208'},https://www.sec.gov/Archives/edgar/data/1273931/000127393123000039/0001273931-23-000039.txt
60937P,1441816,"{None, 'MONGODB INC', 'MONGODB INC CL A'}","{'60937p106', '60937P106', '60937PAD8', '60937P956', '60937P906'}",https://www.sec.gov/Archives/edgar/data/1441816/000144181623000027/0001441816-23-000027.txt
609839,1280452,{'MONOLITHIC PWR SYS INC'},"{'609839105', '609839905', '609839955'}",https://www.sec.gov/Archives/edgar/data/1280452/000143774923004540/0001437749-23-004540.txt
610236,876427,{'MONRO INC'},"{'610236951', '610236101'}",https://www.sec.gov/Archives/edgar/data/876427/000156276223000263/0001562762-23-000263.txt
610335,1512931,{'MONROE CAP CORP'},{'610335101'},https://www.sec.gov/Archives/edgar/data/1512931/000141057823000201/0001410578-23-000201.txt
611740,865752,{'MONSTER BEVERAGE CORP'},{'611740101'},https://www.sec.gov/Archives/edgar/data/865752/000110465923027245/0001104659-23-027245.txt
61174X,865752,"{'Monster Beverage Corporation', 'MONSTER BEVERAGE CORP NEW'}","{'61174X109', '61174X909', '61174x109', '61174X959'}",https://www.sec.gov/Archives/edgar/data/865752/000110465923027245/0001104659-23-027245.txt
615111,1643615,{'MONTROSE ENVIRONMENTAL GROUP'},"{'615111101', '615111901'}",https://www.sec.gov/Archives/edgar/data/1643615/000095017023005501/0000950170-23-005501.txt
615369,1059556,{'MOODYS CORP'},"{'615369905', '615369105', '615369955'}",https://www.sec.gov/Archives/edgar/data/1059556/000105955623000016/0001059556-23-000016.txt
615394,67887,"{'MOOG INC CLASS A', 'MOOG INC COM CL B'}","{'615394202', '615394301'}",https://www.sec.gov/Archives/edgar/data/67887/000006788723000115/0000067887-23-000115.txt
617700,1289419,{'MORNINGSTAR INC'},{'617700109'},https://www.sec.gov/Archives/edgar/data/1289419/000128941923000005/0001289419-23-000005.txt
61775R,1679363,{'MORPHIC HLDG INC'},"{'61775R955', '61775R105', '61775R905'}",https://www.sec.gov/Archives/edgar/data/1679363/000167936323000011/0001679363-23-000011.txt
61945A,1285785,{'Mosaic Co.'},{'61945A107'},https://www.sec.gov/Archives/edgar/data/1285785/000161803423000003/0001618034-23-000003.txt
61945C,1285785,"{'MOSAIC CO NEW', 'The Mosaic Company'}","{'61945C953', '61945C103', '61945c103', '61945C903'}",https://www.sec.gov/Archives/edgar/data/1285785/000161803423000003/0001618034-23-000003.txt
620071,918251,{'MOTORCAR PTS AMER INC'},{'620071100'},https://www.sec.gov/Archives/edgar/data/918251/000114036123029664/0001140361-23-029664.txt
620076,68505,"{'MOTOROLA SOLUTIONS INC', 'Motorola Solutions Inc.'}","{'620076907', '620076957', '620076307'}",https://www.sec.gov/Archives/edgar/data/68505/000006850523000015/0000068505-23-000015.txt
624756,89439,{'MUELLER INDS INC'},"{'624756952', '624756902', '624756702', '624756102'}",https://www.sec.gov/Archives/edgar/data/89439/000008943923000016/0000089439-23-000016.txt
624758,1350593,{'MUELLER WATER PRODUCTS INC A'},{'624758108'},https://www.sec.gov/Archives/edgar/data/1350593/000135059323000060/0001350593-23-000060.txt
62482R,933136,{'MR COOPER GROUP INC'},"{'62482R107', '62482R957', '62482R907'}",https://www.sec.gov/Archives/edgar/data/933136/000093313623000009/0000933136-23-000009.txt
62548M,1793229,"{'MULTIPLAN CORPORATION', None}","{'62548M900', '62548M118', '62548M950', '62548M100'}",https://www.sec.gov/Archives/edgar/data/1793229/000179322923000013/0001793229-23-000013.txt
626717,717423,{'MURPHY OIL CORP'},"{'626717952', '626717902', '626717102'}",https://www.sec.gov/Archives/edgar/data/717423/000071742323000015/0000717423-23-000015.txt
626755,1573516,{'MURPHY USA INC'},"{'626755902', '626755102', '626755952'}",https://www.sec.gov/Archives/edgar/data/1573516/000157351623000011/0001573516-23-000011.txt
627333,1701756,{'MUSCLE MAKER INC'},{'627333107'},https://www.sec.gov/Archives/edgar/data/1701756/000149315223008370/0001493152-23-008370.txt
62844N,1211805,{'MY SIZE INC'},{'62844N307'},https://www.sec.gov/Archives/edgar/data/1211805/000149315223012237/0001493152-23-012237.txt
628464,69488,{'MYERS INDS INC'},{'628464109'},https://www.sec.gov/Archives/edgar/data/69488/000095017023005988/0000950170-23-005988.txt
62855J,899923,{'MYRIAD GENETICS INC'},"{'62855J904', '62855j104', '62855J104'}",https://www.sec.gov/Archives/edgar/data/899923/000089992323000011/0000899923-23-000011.txt
62857J,1369290,{'MYOMO INC'},{'62857J201'},https://www.sec.gov/Archives/edgar/data/1369290/000095017023007560/0000950170-23-007560.txt
628778,790359,{'NBT BANCORP INC'},"{'628778102', '628778902'}",https://www.sec.gov/Archives/edgar/data/790359/000114036123009417/0001140361-23-009417.txt
62886E,70866,"{'NCR CORP NEW', 'NCR CORP NEW COM'}","{'62886E908', '62886E112', '62886E958', '62886e108', '62886E108'}",https://www.sec.gov/Archives/edgar/data/70866/000007086623000008/0000070866-23-000008.txt
62913M,1504461,{'NGL ENERGY PARTNERS LP'},"{'62913M107', '62913M907'}",https://www.sec.gov/Archives/edgar/data/1504461/000150446123000041/0001504461-23-000041.txt
629156,72162,{'NL INDUSTRIES'},{'629156407'},https://www.sec.gov/Archives/edgar/data/72162/000155837023003155/0001558370-23-003155.txt
629209,1547903,{'NMI HOLDINGS INC CLASS A'},{'629209305'},https://www.sec.gov/Archives/edgar/data/1547903/000154790323000036/0001547903-23-000036.txt
62921N,1426332,{'NGM BIOPHARMACEUTICALS INC'},"{'62921N905', '62921N105'}",https://www.sec.gov/Archives/edgar/data/1426332/000162828023005569/0001628280-23-005569.txt
629337,918541,{'NN INC'},{'629337106'},https://www.sec.gov/Archives/edgar/data/918541/000091854123000023/0000918541-23-000023.txt
629377,1013871,"{'NRG Energy Incorporated', 'NRG ENERGY INC'}","{'629377908', '629377508', '629377958'}",https://www.sec.gov/Archives/edgar/data/1013871/000101387123000004/0001013871-23-000004.txt
629445,724910,{'NVE CORP'},{'629445206'},https://www.sec.gov/Archives/edgar/data/724910/000137647423000283/0001376474-23-000283.txt
62944T,906163,"{'NVR INC', 'NVR, Inc.'}","{'62944T105', '62944t105'}",https://www.sec.gov/Archives/edgar/data/906163/000090616323000023/0000906163-23-000023.txt
62945V,1532961,{'NV5 GLOBAL INC'},"{'62945v109', '62945V109'}",https://www.sec.gov/Archives/edgar/data/1532961/000162828023005015/0001628280-23-005015.txt
629579,789933,{'NACCO INDS INC'},{'629579103'},https://www.sec.gov/Archives/edgar/data/789933/000078993323000016/0000789933-23-000016.txt
630087,1379006,{'NANOVIRICIDES INC'},{'630087302'},https://www.sec.gov/Archives/edgar/data/1379006/000141057823002146/0001410578-23-002146.txt
63008J,1326706,{'NANOVIBRONIX INC'},{'63008J108'},https://www.sec.gov/Archives/edgar/data/1326706/000149315223012570/0001493152-23-012570.txt
63009R,1401708,"{'Nanostring Technologies Inc', 'NANOSTRING TECHNOLOGIES INC'}","{'63009R909', '63009r109', '63009R109', '63009R959'}",https://www.sec.gov/Archives/edgar/data/1401708/000140170823000052/0001401708-23-000052.txt
630402,69633,{'NAPCO SEC TECHNOLOGIES INC'},{'630402105'},https://www.sec.gov/Archives/edgar/data/69633/000155837023015591/0001558370-23-015591.txt
631103,1120193,{'NASDAQ INC'},"{'631103958', '631103908', '631103108'}",https://www.sec.gov/Archives/edgar/data/1120193/000112019323000014/0001120193-23-000014.txt
632307,1604821,{'NATERA INC'},"{'632307104', '632307904', '632307954'}",https://www.sec.gov/Archives/edgar/data/1604821/000155837023002460/0001558370-23-002460.txt
632347,69733,{'NATHANS FAMOUS INC NEW'},{'632347100'},https://www.sec.gov/Archives/edgar/data/69733/000143774923016924/0001437749-23-016924.txt
633707,1475841,{'NATIONAL BANK HOLD-CL A'},{'633707104'},https://www.sec.gov/Archives/edgar/data/1475841/000155837023002370/0001558370-23-002370.txt
634865,796534,{'NATIONAL BANKSHARES INC VA'},{'634865109'},https://www.sec.gov/Archives/edgar/data/796534/000143774923006097/0001437749-23-006097.txt
635017,69891,{'NATIONAL BEVERAGE CORP'},"{'635017106', '635017956', '635017906'}",https://www.sec.gov/Archives/edgar/data/69891/000143774923018790/0001437749-23-018790.txt
635309,1377630,{'NATIONAL CINEMEDIA INC'},{'635309107'},https://www.sec.gov/Archives/edgar/data/1377630/000137763023000061/0001377630-23-000061.txt
635906,1047335,{'NATIONAL HEALTHCARE CORP'},{'635906100'},https://www.sec.gov/Archives/edgar/data/1047335/000143774923003830/0001437749-23-003830.txt
636180,70145,{'NATIONAL FUEL GAS CO'},"{'636180101', '636180901'}",https://www.sec.gov/Archives/edgar/data/70145/000007014523000040/0000070145-23-000040.txt
63633D,877860,{'NATIONAL HEALTH INVS INC'},"{'63633D904', '63633D104'}",https://www.sec.gov/Archives/edgar/data/877860/000087786023000015/0000877860-23-000015.txt
636518,935494,{'NATIONAL INSTRS CORP'},"{'636518952', '636518102', '636518902'}",https://www.sec.gov/Archives/edgar/data/935494/000093549423000008/0000935494-23-000008.txt
637215,80172,{'NATIONAL PRESTO INDS INC'},{'637215104'},https://www.sec.gov/Archives/edgar/data/80172/000143774923006380/0001437749-23-006380.txt
637372,70487,{'NATIONAL RESEARCH CORP'},{'637372202'},https://www.sec.gov/Archives/edgar/data/70487/000143774923005305/0001437749-23-005305.txt
637417,751364,{'NATIONAL RETAIL PROPERTIES I'},"{'637417106', '637417906'}",https://www.sec.gov/Archives/edgar/data/751364/000095017023002248/0000950170-23-002248.txt
637870,1618563,{'NATIONAL STORAGE AFFILIATES'},{'637870106'},https://www.sec.gov/Archives/edgar/data/1618563/000162828023005252/0001628280-23-005252.txt
63845R,1710155,"{'NATIONAL VISION HLDGS INC', 'NTNL VISION HOLDINGS 005'}","{'63845R907', '63845R107', '63845r107'}",https://www.sec.gov/Archives/edgar/data/1710155/000171015523000011/0001710155-23-000011.txt
638517,1635984,{'NATIONAL WESTERN LIFE GROU A'},{'638517102'},https://www.sec.gov/Archives/edgar/data/1635984/000163598423000005/0001635984-23-000005.txt
638842,787253,{'NATURAL ALTERNATIVES INTL INC'},{'638842302'},https://www.sec.gov/Archives/edgar/data/787253/000143774923026521/0001437749-23-026521.txt
63886Q,1084991,{'NATURAL GAS SVCS GROUP INC'},{'63886Q109'},https://www.sec.gov/Archives/edgar/data/1084991/000108499123000032/0001084991-23-000032.txt
63888P,912061,{'NATURAL HEALTH TRENDS CORP'},"{'63888P956', '63888P906', '63888P406'}",https://www.sec.gov/Archives/edgar/data/912061/000143774923005365/0001437749-23-005365.txt
